timestamp,open,high,low,close,volume,sma_20,sma_50,rsi
2024-11-08 17:15:20.313369,2500.0,2536.542925406428,2495.761489744543,2500.0,19301.109271741523,,,
2024-11-08 18:15:20.313369,2550.1714153011235,2574.9440955711866,2547.102286160836,2550.1714153011235,64901.188087277646,,,
2024-11-08 19:15:20.313369,2536.5775428400502,2569.4327821335924,2518.302595033708,2536.5775428400502,47989.60890743694,,,
2024-11-08 20:15:20.313369,2602.801346368663,2633.710996182327,2580.4540525282296,2602.801346368663,34149.6001300848,,,
2024-11-08 21:15:20.313369,2761.887673070676,2777.8765119741233,2715.059430663851,2761.887673070676,41684.559249387916,,,
2024-11-08 22:15:20.313369,2736.571837835039,2738.3324837743426,2680.5496453821706,2736.571837835039,26375.01278445566,,,
2024-11-08 23:15:20.313369,2711.489848099265,2723.8317848125835,2672.0265677418965,2711.489848099265,29795.51200511591,,,
2024-11-09 00:15:20.313369,2883.3129267583467,2912.5966568253216,2882.01008657624,2883.3129267583467,27474.820090970756,,,
2024-11-09 01:15:20.313369,2972.3997683440934,2977.9718105830434,2942.59908826722,2972.3997683440934,22025.116811396398,,,
2024-11-09 02:15:20.313369,2917.175626057901,2918.7059001623065,2906.5617615909737,2917.175626057901,46787.61844825506,,,
2024-11-09 03:15:20.313369,2981.0687785759883,3004.3160067119306,2970.753254789197,2981.0687785759883,31611.684889219767,,,
2024-11-09 04:15:20.313369,2926.4057917123855,2937.383003065648,2910.1860566251203,2926.4057917123855,9129.671283043492,,,
2024-11-09 05:15:20.313369,2872.474502941897,2917.5298108733987,2849.234624772893,2872.474502941897,37379.375927909285,,,
2024-11-09 06:15:20.313369,2900.8502160723783,2923.7102972536863,2891.3113263288096,2900.8502160723783,28204.789033177425,,,73.40128708354136
2024-11-09 07:15:20.313369,2679.4248096706892,2697.0267300561973,2651.6981450371127,2679.4248096706892,40595.53925207674,,,58.322919563212785
