timestamp,open,high,low,close,volume,sma_20,sma_50,rsi
2025-10-09 17:16:51.295272,45000.0,45025.62553067448,44669.304996277584,45000.0,38472.19535237209,,,
2025-10-09 18:16:51.295272,45675.064106565165,45815.65276182776,45372.29266215091,45675.064106565165,7248.443557397109,,,
2025-10-09 19:16:51.295272,45490.17468838653,46268.1332776716,44956.3593806939,45490.17468838653,28183.860726597806,,,
2025-10-09 20:16:51.295272,46378.62764811135,47003.89754503588,46294.67233343735,46378.62764811135,36250.98196105594,,,
2025-10-09 21:16:51.295272,48502.346549095295,48862.84707575319,47873.35262353837,48502.346549095295,68881.9217388334,,,
2025-10-09 22:16:51.295272,48166.48713995606,48248.78701923858,47973.97149407517,48166.48713995606,106995.35342519711,,,
2025-10-09 23:16:51.295272,47832.97714689362,47920.98185412529,47521.41375274146,47832.97714689362,7981.692879010127,,,
2025-10-10 00:16:51.295272,50103.91396003571,50113.15008199825,49839.05631263341,50103.91396003571,9790.252127711925,,,
2025-10-10 01:16:51.295272,51262.46886061434,51440.647824090556,50961.88418809016,51262.46886061434,6263.047339440012,,,
2025-10-10 02:16:51.295272,50545.60262480501,50818.427407943105,49919.70498414794,50545.60262480501,17430.55781039072,,,
2025-10-10 03:16:51.295272,51373.37791596328,51773.21934388202,51362.449988457985,51373.37791596328,35114.111807268695,,,
2025-10-10 04:16:51.295272,50664.29528578093,50763.51890412681,50507.82721633781,50664.29528578093,59120.58889530306,,,
2025-10-10 05:16:51.295272,49961.48562256178,50450.29519718497,49111.03374773274,49961.48562256178,20415.485323475285,,,
2025-10-10 06:16:51.295272,50329.145607685496,50534.61573155643,50207.97658942556,50329.145607685496,15996.935901806084,,,73.59035209223364
2025-10-10 07:16:51.295272,47445.36572159555,48253.16273934212,46210.987653155666,47445.36572159555,25636.13073431017,,,58.62321950381839
2025-10-10 08:16:51.295272,44994.929536069234,45457.99738990039,44740.478869497645,44994.929536069234,9555.355851027696,,,47.86849565715441
2025-10-10 09:16:51.295272,44240.426396306604,44449.50553766434,43461.457443828695,44240.426396306604,177999.980850859,,,46.21837213528985
2025-10-10 10:16:51.295272,42900.60802001492,43010.4463327476,42577.419884093244,42900.60802001492,4413.127818272524,,,39.75565294774718
2025-10-10 11:16:51.295272,43309.34012992707,43734.93711059017,43144.26294858445,43309.34012992707,26495.775360199987,,,32.98526883005053
2025-10-10 12:16:51.295272,42133.893357952744,42835.62258428656,41590.470307966265,42133.893357952744,166642.52349775017,47315.52651591603,,31.265134278962407
2025-10-10 13:16:51.295272,40352.93114105545,40762.259194907696,40081.28273392306,40352.93114105545,22176.752723215093,47083.173072968806,,28.686126536821746
2025-10-10 14:16:51.295272,42131.26314964748,42906.84671630386,42072.92989468884,42131.26314964748,18214.27606933587,46905.98302512292,,26.6263169626841
2025-10-10 15:16:51.295272,41850.10905409988,42385.613410109916,41337.73890706536,41850.10905409988,15406.650983139569,46723.97974340859,,20.908848466797124
2025-10-10 16:16:51.295272,41939.0759469178,42201.11908474804,41851.413524297895,41939.0759469178,18390.845971212802,46502.002158348914,,22.32531839917864
2025-10-10 17:16:51.295272,40150.69118290731,40161.16691990384,39809.20134189027,40150.69118290731,86929.13058294303,46084.41939003951,,16.012598374535713
2025-10-10 18:16:51.295272,39498.98597229399,39703.4560361734,39269.685096289744,39498.98597229399,2411.8227988555727,45651.04433165641,,16.068441005885035
2025-10-10 19:16:51.295272,39634.37576534003,39922.01979533899,39401.09638885832,39634.37576534003,102071.99751911408,45241.11426257873,,17.494701306505988
2025-10-10 20:16:51.295272,38269.77184438511,38341.24705903163,37630.70320055072,38269.77184438511,5303.07885838501,44649.4071567962,,14.28379363269093
2025-10-10 21:16:51.295272,38704.935144903844,38997.30561896687,38552.17778525046,38704.935144903844,16870.93623043331,44021.53047101067,,19.72192900052167
2025-10-10 22:16:51.295272,38011.375192253516,38243.82151871621,37556.803594682715,38011.375192253516,14339.246675742308,43394.8190993831,,22.455205537971267
2025-10-10 23:16:51.295272,37682.54591283391,38212.611626491715,37515.008308252174,37682.54591283391,39678.0441564012,42710.277499226635,,23.2354321345249
2025-10-11 00:16:51.295272,37006.0990561835,37347.751665758915,36563.27242289793,37006.0990561835,4455.415707475692,42027.367687746766,,24.565614507892278
2025-10-11 01:16:51.295272,39066.16736535548,39594.21873563731,38827.94855538875,39066.16736535548,34967.44154937184,41482.60177488645,,33.97473948750405
2025-10-11 02:16:51.295272,39054.25543687462,39435.37546983252,39001.916030272914,39054.25543687462,166759.78176001654,40918.8572663459,,37.24838144679969
2025-10-11 03:16:51.295272,37818.917478483774,38217.3934000617,37813.36256224006,37818.917478483774,5635.414576188995,40437.534854190315,,39.01107679663002
2025-10-11 04:16:51.295272,38755.932114826945,39123.880503681576,38451.73745743837,38755.932114826945,26627.66967877448,40125.584983128196,,34.21050950735123
2025-10-11 05:16:51.295272,37340.35969940559,38323.300631078506,37098.289453547426,37340.35969940559,11361.864669004708,39780.58164828315,,30.927994433906605
2025-10-11 06:16:51.295272,37578.06498834318,37763.444309735336,37532.61501445715,37578.06498834318,33721.37560434272,39514.45449669956,,31.78615700099168
2025-10-11 07:16:51.295272,35372.604456715955,35437.985807643665,35224.20490476513,35372.604456715955,22452.287417832074,39117.617713039006,,30.716055893952415
2025-10-11 08:16:51.295272,33966.699724583246,34258.25553434,33665.24792147004,33966.699724583246,11597.131835433594,38709.25803137053,,28.953437810637965
2025-10-11 09:16:51.295272,34170.69818914101,34409.99896442259,34021.21563363415,34170.69818914101,35877.73850816962,38400.14638377481,,29.32238771230722
2025-10-11 10:16:51.295272,34931.13281779364,35132.209631426216,34678.796826239835,34931.13281779364,133833.0102715527,38040.139867182115,,36.75921747094841
2025-10-11 11:16:51.295272,35114.20857680553,35157.05135760428,34983.29116613655,35114.20857680553,18198.531959992582,37703.3448433174,,35.46890589390971
2025-10-11 12:16:51.295272,34995.893060383314,35891.81750765127,34391.52663781419,34995.893060383314,45240.95058916276,37356.185698990674,,37.20092275406608
2025-10-11 13:16:51.295272,34683.27086776149,34716.58758297829,34544.66396701918,34683.27086776149,6043.430190903213,37082.81468323338,,37.252174478548724
2025-10-11 14:16:51.295272,33148.3398345726,33529.304862397876,33073.86057812399,33148.3398345726,8463.885475101042,36765.28237634731,,34.71854217316172
2025-10-11 15:16:51.295272,32435.805455121557,32663.88639238167,32133.312107202903,32435.805455121557,35327.12204805964,36405.35386083639,,20.596593893697545
2025-10-11 16:16:51.295272,31990.81334886893,32002.0064515574,31537.066614642008,31990.81334886893,97160.15986912475,36091.40593606058,,19.834717142362436
2025-10-11 17:16:51.295272,33008.55842498112,33593.0741873848,32427.34081952623,33008.55842498112,31432.992875469918,35806.58710006445,,29.067751829126408
2025-10-11 18:16:51.295272,33352.129612437,33561.23647817766,32843.29074096125,33352.129612437,16105.916524772883,35573.62482107362,41166.53082267195,25.204779817162873
2025-10-11 19:16:51.295272,31591.43051219057,32164.008938959374,31192.56213249841,31591.43051219057,22010.86348910929,35269.06905104146,40898.359432915764,24.430998475726042
2025-10-11 20:16:51.295272,31901.73794121931,32127.523108942223,31725.685601709432,31901.73794121931,6308.115550670225,35013.85099529324,40622.89290960884,24.915900730168573
2025-10-11 21:16:51.295272,31536.38429514398,31713.7659791225,30729.620737380013,31536.38429514398,40316.46907457501,34637.36184178267,40343.817101743996,29.75499428276602
