timestamp,price,volume
1762269156.6080894,3499.0106433339593,1046.5237594098212
1762269156.7126288,3505.6286258600207,1052.3115255218822
1762269156.8279276,3503.5404286903567,828.0440900738218
1762269156.9398558,3495.5511197669243,912.35266952744
1762269157.0696204,3493.5879923876187,983.2177044951226
1762269157.172457,3491.6426487218573,814.0960691259405
1762269157.324922,3492.931381975858,949.5685299491508
1762269157.4353662,3493.6887463254134,918.1496789379607
1762269157.5478141,3498.005239128368,1195.2224307485687
1762269157.6527343,3502.2638048777853,889.4504835953252
1762269157.7704368,3506.057473233464,1019.9424442323126
1762269157.8744495,3509.942014115942,1149.304459588606
1762269157.9764535,3509.0185581779397,1072.2309742167163
1762269158.0893154,3508.0128291263172,1135.2061079986095
1762269158.1929817,3515.066941729502,1176.784184533123
1762269158.3008425,3518.2927789590485,1116.9902683183345
1762269158.416822,3519.453711303348,1186.2015337291211
1762269158.5344028,3519.6499796229946,966.2263410110834
1762269158.6417377,3520.960800294894,805.5445294036284
1762269158.7464077,3523.9844956549896,1059.7328982483218
1762269158.8609679,3524.915431608195,1115.2360331135624
1762269158.9734733,3528.142786114187,1073.9315294109433
1762269159.0908337,3533.749902832058,1041.0384757116012
1762269159.1939905,3537.1358459962585,1117.710163534735
1762269159.29595,3533.435084810939,871.9615052651094
1762269159.411816,3535.977724800739,1135.6786775336368
1762269159.5283053,3532.1183540702136,999.5961549413059
1762269159.629429,3528.027371961594,978.0447926527013
1762269159.737914,3531.54866327943,889.710698496775
1762269159.8473468,3532.3995790830127,1019.7736453625389
1762269159.9536881,3530.293286551523,963.608829046864
1762269160.055531,3538.8865184475317,854.1666545563143
1762269160.159931,3542.680125860287,1027.0718148310973
1762269160.2618504,3547.2877646645998,1002.9169276857585
1762269160.3734543,3550.707700218297,921.9466735890321
1762269160.476339,3555.314217231344,805.3805102681246
1762269160.5796244,3559.1690064927348,801.6311881929981
1762269160.696128,3563.004699408552,1089.2637646452092
1762269160.8119662,3568.3512527967314,1123.3520751639817
1762269160.913716,3568.3607374797693,987.8629954824196
1762269161.0030885,3567.562902406658,864.6177500595512
1762269161.1078186,3566.7684969611064,835.5993424863533
1762269161.214022,3567.3616296751625,1066.6699149463516
1762269161.3262558,3570.721360116385,911.3950573096909
1762269161.4351585,3572.995512810156,869.215834541575
1762269161.5383582,3572.942862883715,862.4773816624026
1762269161.6408904,3578.531365313127,1015.3938409033867
1762269161.7448235,3579.8838121007157,928.1691393764684
1762269161.8532016,3580.4215713053486,861.8168381047828
1762269161.9647927,3580.756187155656,1190.09660558806
1762269162.074754,3578.420628129843,809.8438248438667
1762269162.1839263,3576.268989581047,1118.8766266258597
1762269162.287219,3579.789443923592,1153.9660549785758
1762269162.3882933,3586.9614680492264,1022.9348624576934
1762269162.5012596,3592.585572797675,931.5124046000396
1762269162.603598,3594.166807218197,1173.8842926759512
1762269162.7132676,3596.5057759174515,829.0364386443364
1762269162.8320572,3600.9707322146064,1132.1856824193003
1762269162.9452574,3599.043480839672,1175.5557381738613
1762269163.034809,3606.8527371151577,823.3078255766734
1762269163.1359951,3612.5087304831454,888.4397597936808
1762269163.2442782,3620.5872661848225,942.8376414455147
1762269163.346763,3626.7524179635284,902.2458985739311
1762269163.4612134,3635.2753720714745,1091.9205374146582
1762269163.576048,3646.3022312467506,989.2087917949839
1762269163.6887176,3654.1649191701413,1165.0345515106624
1762269163.7961686,3656.1070461562213,1088.0613710617993
1762269163.9092052,3661.4920720150303,1161.830092833149
1762269164.0134416,3664.5697161657317,1130.403681134499
1762269164.126987,3666.295602470815,920.2019933278503
1762269164.237153,3668.6220734554704,1070.9121226710895
1762269164.375374,3674.775645492723,1156.0886570561756
1762269164.524077,3681.1827378152047,841.0991936331327
1762269164.6994827,3687.8813584716404,1125.1636644173707
1762269164.810272,3698.4050208546423,1021.7796283374715
1762269164.9156578,3706.225605923852,1117.7062151617858
1762269165.019081,3716.7002041062865,1130.4062485556788
1762269165.1281385,3723.742634204832,838.2906197475181
1762269165.2441535,3730.0274427601535,860.3687017328596
1762269165.354309,3728.2602242449125,854.4809871609568
1762269165.4674196,3739.0688391045196,1126.9903815044124
1762269165.5765133,3739.4418438329244,1146.1982344176713
1762269165.6788,3744.5030199477555,1173.6504112138987
1762269165.781006,3747.6336538353526,1070.382906914419
1762269165.9002485,3750.5513764406473,1172.782314498381
1762269166.0159066,3759.9717005268562,829.2180164047587
1762269166.1273744,3766.165407813996,1094.8467869277931
1762269166.2344205,3774.3410309829073,1044.719189370866
1762269166.3430436,3781.2902479412382,951.8677412545114
1762269166.447736,3785.2597779604116,979.8098505926494
1762269166.564644,3790.2789890943423,1095.8109350905697
1762269166.671946,3794.976424670735,813.822703842319
1762269166.7832384,3806.3290204951163,1182.5472844135113
1762269166.8899941,3812.5533388038143,924.6611290796135
1762269166.9958694,3818.1585689977314,894.6058007053424
1762269167.1096082,3820.8752258122695,1185.8162428026612
1762269167.214006,3825.3435692925727,911.8256436532735
1762269167.3288229,3829.2503974392657,850.4973975285948
1762269167.445634,3833.8244982513966,1069.9438769742492
1762269167.5479693,3837.7065863717066,1020.0840684923703
1762269167.661042,3846.2997675860183,963.1730286401371
1762269167.7739718,3855.7154276877986,1199.7992063494303
1762269167.8801303,3861.865241327348,1139.2974827786516
1762269167.99376,3863.397292727024,1026.4719415050083
1762269168.110456,3868.0294010472526,1031.624642805142
1762269168.2128313,3879.3819375416583,919.9710048226353
1762269168.3277125,3886.5710779234537,1019.9719630292113
1762269168.4311736,3894.923599760739,865.2380225374582
1762269168.537527,3903.5744092399273,990.2947163989876
1762269168.6423483,3909.8472095989787,1051.2094515308277
1762269168.744242,3924.624314591005,1195.0041153666305
1762269168.8594844,3927.9747828905415,1122.3082469051042
1762269168.9620063,3934.6169705916636,1123.1356494787597
1762269169.0643802,3942.6385070609863,1000.987869407246
1762269169.1707487,3954.326885380336,1179.1146226771814
1762269169.2791114,3952.4391070803313,844.5944628647526
1762269169.3938198,3960.499346807533,1023.0088026284564
1762269169.4956315,3969.125560171542,978.9696693702048
1762269169.597231,3974.320796050285,853.4987535783059
1762269169.7061746,3976.1521523202055,969.2512870496178
